id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES	untouched	7.7	HEALTH	HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES	200030	PROVIDER_NAME, PROVIDER_ADDRESS	organizations	yes	yes		HARM MAP TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one PROVIDER_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join					
N:HEALTH__FED_FDA_ESTABLISHMENT_REG	untouched	7.7	HEALTH	HEALTH__FED_FDA_ESTABLISHMENT_REG	263374	ESTABLISHMENT_NAME, OWNER_OPERATOR_FIRM_NAME, PROPRIETARY_NAME, ADDRESS_LINE_1, ADDRESS_LINE_2	people	no	yes	FED_CMS_PARTD_PRESCRIBERS, FED_CMS_OPEN_PAYMENTS, FED_CMS_OPEN_PAYMENTS_2023, FED_CMS_OPEN_PAYMENTS_2022, FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI +42	PEOPLE MAP OUTCOME	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:LABOR__FED_MSHA_ACCIDENTS	untouched	7.7	LABOR	LABOR__FED_MSHA_ACCIDENTS	273623	CONTROLLER_NAME, OPERATOR_NAME	organizations	yes	no		HARM MAP TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (MINE_ID, MSHA_CONTROLLER_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision three-tables-not-what-they-look-like					
N:HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY	untouched	7.6	HEALTH	HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY	132000	NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	HARM MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	cdc-injury-count-sup-is-the-count cdc-injury-county-has-overdose-2019-2024 crosstable-single-word-name-collision					
N:IMMIGRATION__FED_EOIR_CASES	untouched	7.6	IMMIGRATION	IMMIGRATION__FED_EOIR_CASES	12631225	ADDRESS_CHANGED_AT	organizations	no	yes	FED_CMS_HOSPICE_ENROLLMENTS, FED_ICE_DETENTION_FACILITY_CODES, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES +145	MAP DEMOGRAPHIC	shared addresses: many different names or IDs at one ADDRESS_CHANGED_AT, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar	crosstable-single-word-name-collision reach-is-not-a-usable-join three-tables-not-what-they-look-like					
N:POLITICS__CA_LOBBY_EMP_LOBBYIST	untouched	7.6	POLITICS	POLITICS__CA_LOBBY_EMP_LOBBYIST	1500	LOBBYIST_LAST_NAME, LOBBYIST_FIRST_NAME, EMPLOYER_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE OFFICIALS	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__MEMBER_FEC_ID	untouched	7.6	POLITICS	POLITICS__MEMBER_FEC_ID	1715	FULL_NAME	organizations	yes	yes		PEOPLE OFFICIALS MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (BIOGUIDE); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__EPA_PENALTY_GAP	untouched	7.5	ENVIRONMENT	ENVIRONMENT__EPA_PENALTY_GAP	93808	FACILITY_NAME	organizations	yes	yes		MONEY MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS	untouched	7.5	JUSTICE	JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS	102649	CASE_NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	OFFICIALS OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__MEMBER_BILL_RECORD	untouched	7.5	POLITICS	POLITICS__MEMBER_BILL_RECORD	1104	FULL_NAME	organizations	yes	yes		PEOPLE OFFICIALS MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (BIOGUIDE); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__CA_LOBBY_FIRM_LOBBYIST	untouched	7.4	POLITICS	POLITICS__CA_LOBBY_FIRM_LOBBYIST	577	LOBBYIST_LAST_NAME, LOBBYIST_FIRST_NAME, FIRM_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE OFFICIALS	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__JUDGE_IDEOLOGY_COA	untouched	7.4	POLITICS	POLITICS__JUDGE_IDEOLOGY_COA	703	JCS_JUDGE_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE OFFICIALS	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_FEC_API	untouched	7.3	POLITICS	POLITICS__FED_FEC_API	500	CONTRIBUTOR_NAME	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (FEC_CMTE_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_FDIC_BANK_DATA	untouched	7.2	FINANCE	FINANCE__FED_FDIC_BANK_DATA	27836	NAME, HOLDING_COMPANY_NAME, ADDRESS	organizations	yes	no		MONEY MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FDIC_CERT); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	untouched	7.2	HOUSING	HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY	241	FIRST_NAME, LAST_NAME, COMPANY	people	no	no	FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS, FED_USASPENDING_CONTRACTS_FULL +42	HARM PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES	untouched	7.2	JUSTICE	JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES	241	LAST_NAME, COMPANY, FIRST_NAME	people	no	no	FED_COURTLISTENER_JUDGES, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS +42	HARM PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY	untouched	7.2	JUSTICE	JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY	28167	REGISTRANT_NAME, ADDRESS	organizations	no	yes	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	HARM MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP	untouched	7.2	POLITICS	POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP	26970	COMMITTEE_NAME, MEMBER_NAME	organizations	yes	no		PEOPLE OFFICIALS	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (BIOGUIDE); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_MEDSL_HOUSE_RETURNS	untouched	7.2	POLITICS	POLITICS__FED_MEDSL_HOUSE_RETURNS	29636	CANDIDATE_NAME	organizations	no	yes	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	OFFICIALS MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:TRANSPORT__FED_NTSB_AVIATION_EVENTS	untouched	7.2	TRANSPORT	TRANSPORT__FED_NTSB_AVIATION_EVENTS	30968	APT_NAME	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	HARM MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:JUSTICE__FED_COURTLISTENER_DISCLOSURE_DEBTS	untouched	7.1	JUSTICE	JUSTICE__FED_COURTLISTENER_DISCLOSURE_DEBTS	18775	CREDITOR_NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	OFFICIALS TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__INTL_OPENSANCTIONS_DEFAULT	untouched	7.1	JUSTICE	JUSTICE__INTL_OPENSANCTIONS_DEFAULT	1281846	NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	HARM	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES	untouched	7.0	CORPORATE_REGISTRY	CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES	814344	NAME, ORIGINAL_NAME, FORMER_NAME, ADDRESS	organizations	no	no	FED_IRS_EO_BMF, UK_COMPANIES_HOUSE_PSC, INTL_UK_COMPANIES_HOUSE, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY +145	MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
