idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V0234,single,fed_eia861_frame,FED_EIA861_FRAME,energy,Reporting Completeness Ranked,"Ranked bars of utilities by how many of the fifteen schedules they filed, with the biggest utilities filing the least called out at the top.",ranked bars,utility_name|utility_number|schedule_flag_01|ownership|data_year,,yes (data_year),state,A large utility with thin filings is a transparency blind spot over a large population.,medium,plausible-from-metadata,Fifteen flag columns must be unpivoted; some schedules only apply to certain utility types.
V0235,single,fed_eia861_mergers,FED_EIA861_MERGERS,energy,The Consolidation Trail,"Flow diagram from old utility name to new parent across effective dates, tracing where local utilities disappeared into holding companies.",flow/sankey,utility_name|utility_number|new_utility_name|new_parent|effective_date|state,,yes (effective_date and data_year),state,"When the local utility becomes a line item in a distant holding company, the customer loses the nearest place to complain.",medium,plausible-from-metadata,"Only 4 rows in this mart -- this reads as a single snapshot year, not the full merger history, so it is a callout not a trend."
V0236,single,fed_eia861_mergers,FED_EIA861_MERGERS,energy,Merger Events On A Timeline,"Timeline dot plot of merger effective dates with the acquiring parent labeled, a plain descriptive record of consolidation moments.",timeline,effective_date|new_parent|utility_name|state|data_year,,yes (effective_date),state,Dating each merger lets a rate change be tested against the moment ownership changed hands.,medium,plausible-from-metadata,4 rows -- genuinely thin. effective_date may be text and may not parse.
V0237,single,fed_eia861_net_metering,FED_EIA861_NET_METERING,energy,Rooftop Solar By Utility,"Map by state of residential net-metering installations per thousand customers, showing where rooftop solar is normal and where the utility has effectively blocked it.",map,state|residential_installations|residential_capacity_mw|utility_name|technology_type|data_year,,yes (data_year),state,"In territories with near-zero installations, households are denied the one way to escape a rising bill.",high,plausible-from-metadata,No customer denominator inside this table; per-capita needs the sales table joined on utility number.
V0238,single,fed_eia861_net_metering,FED_EIA861_NET_METERING,energy,What Rooftops Sell Back,"Scatter of installed residential net-metering capacity against energy sold back to the grid by utility, showing territories where rooftops exist but export almost nothing.",scatter,residential_capacity_mw|residential_energy_sold_back_mwh|utility_name|state|data_year,,yes (data_year),state,Low sell-back per installed MW is the fingerprint of a tariff redesign that quietly stopped paying homeowners.,high,plausible-from-metadata,"Sell-back accounting rules changed over time and vary by state, so cross-state comparison is fragile."
V0239,single,fed_eia861_net_metering,FED_EIA861_NET_METERING,energy,The Battery Pairing Divide,"Ranked bars of utilities by the share of residential net-metering installations paired with a battery, revealing where households can ride out an outage and where they cannot.",ranked bars,residential_pv_paired_installations|residential_not_pv_paired_installations|residential_pv_paired_battery_capacity_mw|utility_name|state|data_year,,yes (data_year),state,"A solar home without a battery still goes dark in a blackout, and that split follows income.",high,plausible-from-metadata,Paired-battery columns are newer and may be null in earlier data years.
V0240,single,fed_eia861_net_metering,FED_EIA861_NET_METERING,energy,Virtual Net Metering Is Big Only,"Slope chart per state from virtual net metering customers under 1 MW to those at 1 MW and over, showing whether the community-solar mechanism actually reaches small subscribers.",slope chart,residential_virtual_customers_under_1_mw|residential_virtual_customers_1_mw_and_over|commercial_virtual_customers_under_1_mw|commercial_virtual_customers_1_mw_and_over|state|data_year,,yes (data_year),state,Community solar sold as access for renters is worthless if only large subscribers can actually use it.,wild,plausible-from-metadata,Virtual net metering columns are likely very sparsely reported outside a handful of states.
V0241,single,fed_eia861_net_metering,FED_EIA861_NET_METERING,energy,Size Tier Distribution Of Installations,"Distribution across the four capacity group tiers of residential installations, showing whether rooftop systems are getting bigger or smaller over time.",distribution,residential_installations|residential_installations_grp2|residential_installations_grp3|residential_installations_grp4|data_year|state,,yes (data_year),national,Shrinking system sizes signal a tariff that makes it uneconomic to fully cover a household's load.,medium,plausible-from-metadata,Group tier boundaries are not labeled in the columns and need the EIA form definition.
V0242,single,fed_eia861_non_net_metering_distributed,FED_EIA861_NON_NET_METERING_DISTRIBUTED,energy,Backup Only Generation Map,"Map by state of distributed capacity flagged as back-up only versus utility-owned, showing where private backup generation has replaced a reliable grid.",map,state|capacity_back_up_only_mw|capacity_utility_owned_mw|total_capacity_mw|utility_name|data_year,,yes (data_year),state,Heavy private backup capacity is a receipt that the public grid failed the people who could afford a generator -- and everyone else just sat in the dark.,high,plausible-from-metadata,"Backup-only capacity is reported only where utilities know about it, so it undercounts unregistered home generators."
V0243,single,fed_eia861_non_net_metering_distributed,FED_EIA861_NON_NET_METERING_DISTRIBUTED,energy,Distributed Tech Mix By Sector,"Heatmap grid of technology slots against customer sector colored by capacity, showing which sectors got solar and which got diesel.",heatmap grid,residential_capacity_mw_tech_01|commercial_capacity_mw_tech_01|industrial_capacity_mw_tech_01|technology_type|state|data_year,,yes (data_year),state,Households stuck with combustion backup breathe the exhaust in their own neighborhood.,high,plausible-from-metadata,Ten unlabeled technology slots must be decoded against the EIA form; mapping is not in the column names.
V0244,single,fed_eia861_non_net_metering_distributed,FED_EIA861_NON_NET_METERING_DISTRIBUTED,energy,Utility Owned Behind The Meter,"Ranked bars of utilities by the share of distributed capacity they own themselves, showing where the utility captured the distributed market instead of customers.",ranked bars,capacity_utility_owned_mw|total_capacity_mw|utility_name|state|data_year,,yes (data_year),state,"When the utility owns the distributed assets, the customer pays for them in rates and keeps none of the value.",high,plausible-from-metadata,"Utility-owned column may be null for many filers, which would silently inflate shares."
V0245,single,fed_eia861_non_net_metering_distributed,FED_EIA861_NON_NET_METERING_DISTRIBUTED,energy,Generators Per Megawatt,"Scatter of number of generators against total capacity by utility, separating fleets of many tiny units from a few large ones.",scatter,number_of_generators|total_capacity_mw|direct_connected_capacity_mw_all_tech|utility_name|state|data_year,,yes (data_year),none,Many small units means many small emission points spread through neighborhoods rather than one regulated stack.,medium,plausible-from-metadata,Generator counts may be estimates for the small end.
V0246,single,fed_eia861_operational_data,FED_EIA861_OPERATIONAL_DATA,energy,Losses Customers Pay For,"Ranked bars of utilities by total energy losses as a share of total sources, showing whose grid leaks the most power that customers are still billed for.",ranked bars,total_energy_losses_mwh|total_sources_mwh|transmission_by_other_losses_mwh|utility_name|state|data_year|ownership_type,,yes (data_year),state,"Line losses are recovered in rates, so a leaky grid is a direct charge on every household on it.",high,plausible-from-metadata,"Loss accounting includes unbilled and theft in some filings, so high loss is not purely physical."
V0247,single,fed_eia861_operational_data,FED_EIA861_OPERATIONAL_DATA,energy,Retail Versus Resale Revenue Split,"Flow diagram of each utility's revenue sources -- retail sales, resale, transmission, delivery, credits -- showing operators whose money mostly comes from trading rather than serving customers.",flow/sankey,revenue_from_retail_sales_thousand_dollars|revenue_from_sales_for_resale_thousand_dollars|revenue_from_transmission_thousand_dollars|revenue_from_delivery_customers_thousand_dollars|revenue_from_other_thousand_dollars|total_revenue_thousand_dollars|utility_name,,yes (data_year),state,A utility earning mostly from wholesale trading has little reason to care about the retail customer paying its fixed costs.,high,plausible-from-metadata,Revenue components may not sum to the total across all filers.
V0248,single,fed_eia861_operational_data,FED_EIA861_OPERATIONAL_DATA,energy,Peak Demand Headroom By Region,"Scatter of summer peak demand against net generation plus purchases by NERC region, showing where the margin between demand and supply is thinnest.",scatter,summer_peak_demand_mw|winter_peak_demand_mw|net_generation_mwh|wholesale_power_purchases_mwh|nerc_region|state|data_year,,yes (data_year),state,A thin margin is the number that becomes a rolling blackout on the hottest afternoon.,high,plausible-from-metadata,Peak demand and annual energy are different units; a true reserve margin needs capacity data not present here.
