id,subject,tier,title,question,why_it_matters,tables,joins_on,visual,status,matches,notes,needs,watch_out,probe,rows,time_window,effort
v1-130,HOUSING,walk,Subsidized apartment buildings,Are their affordability contracts expiring in fast-gentrifying areas?,Would show low-income housing about to disappear where it's needed most,HOUSING__FED_HUD_MF_SECTION8_CONTRACTS|HOUSING__FED_FHFA_HPI,,,not started,,,,"no query run yet, treat any first number as unverified",,"209,116",2026-28,Medium — first probe query needed
v1-131,HOUSING,walk,Mortgage lenders using a government-backed loan program,Do they charge higher rates in historically redlined neighborhoods?,Would extend the redlining story into today's lending,HOUSING__FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT|HOUSING__FED_MAPPING_INEQUALITY|HOUSING__FED_CFPB_HMDA_HISTORIC,,,not started,"v2-Redlined then, denied now",,,"no query run yet, treat any first number as unverified",,"45,055,469",one month,Medium — first probe query needed
v1-132,HOUSING,walk,Neighborhoods hit by disasters,Do bankruptcy filings spike in the year after?,Would show disasters pushing families into financial collapse,JUSTICE__FED_FJC_IDB_BANKRUPTCY|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,,,not started,,,,"no query run yet, treat any first number as unverified",,"33,216,361",12 months after,Medium — first probe query needed
v1-3,HOUSING,walk,Banks and polluting factories,Do banks that lend money also own the polluting sites?,Would show banks quietly bankrolling pollution,HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF|ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,,,nothing there,,,,"it only found the banks' own buildings, not loans",,"5,305,548",2017 HMDA,Skip — already ruled out
v1-5,HOUSING,walk,"Homeowners after disasters, and their mortgage lenders",Do people get worse loan terms right after a hurricane or flood?,Would show lenders profiting off disaster victims,HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS|HOUSING__FED_CFPB_HMDA_HISTORIC,,,part done,,,,"47 disasters checked, more digging needed",,"71,243,587",2015-2017,Quick — re-run and check the number
v1-96,HOUSING,walk,Communities that opted out of flood insurance,Do they still get disaster payouts for flood damage?,Would show a gap in the insurance system,HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,,,not started,v2-Flood insurance map,,,"no query run yet, treat any first number as unverified",,"26,276,045",per disaster,Medium — first probe query needed
v1-97,HOUSING,walk,Neighborhoods hit by disaster three or more times,Are they being rebuilt each time instead of relocated?,Would question the wisdom of repeatedly rebuilding in harm's way,HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS|HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS|HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS,,,not started,,,,"no query run yet, treat any first number as unverified",,"26,300,071",2015+,Medium — first probe query needed
v1-E72,HOUSING,walk,Subsidized housing in disaster-prone counties,Is it sitting empty more than in safer counties?,Would show risk concentrated on poor renters,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,,,nothing there,,,,"No pattern, and much of it turned out to be Puerto Rico",,"26,286,521",snapshot,"Medium — partial run, needs finishing"
v2-318,HOUSING,walk,"Redlined then, denied now",Do 1930s D-graded neighborhoods still see higher denial rates?,The chart that writes its own headline.,HOUSING__FED_MAPPING_INEQUALITY|HOUSING__FED_CFPB_HMDA_HISTORIC|DIM_TRACT,geometry / tract,map,not started,v1-22|v1-131,"Spatial join, not a catalog key. Needs proving.",,,,,,
v2-319,HOUSING,walk,Lenders across the ID change,Which lenders kept lending through the 2017 to 2018 ID switch?,Crosswalk exists for this.,HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF|HOUSING__FED_CFPB_HMDA_HISTORIC,lender ID / LEI,other,not started,,Not a catalog key; lookup or unproven.,,,,,,
v2-320,HOUSING,walk,Home prices against disaster aid,Did counties with big FEMA aid see prices fall after?,Catalog item 40 family.,HOUSING__FED_FHFA_HPI|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,FIPS,timeline,not started,,,,,,,,
v1-144,IMMIGRATION,crawl,Immigration court judges,Do outcomes vary a lot by judge and detention facility?,Would show inconsistent justice depending who you get,IMMIGRATION__FED_EOIR_CASES,,,part done,v2-Court outcome against custody,,B_TblProceeding from the FOIA zip for judge code and decision,"case file is now 39 typed columns (court, custody, case type, nationality, hearing date); still no judge, no outcome; ~100 rows shifted by a stray tab",,"12,631,225",n/a,Medium — reload zip keeping every member
v2-321,IMMIGRATION,crawl,Immigration court by nationality and city,"Which nationalities fill which courts, and how long do cases take?",12.6M cases.,IMMIGRATION__FED_EOIR_CASES,single table,map,not started,,,,,,,,
v2-322,IMMIGRATION,crawl,Days in ICE detention,"How long do people stay, by facility and year, since 2004?",Length of stay as a distribution.,IMMIGRATION__FED_ICE_DETENTION_STINTS,single table,timeline,not started,,2.6M stays.,,,,,,
v2-323,IMMIGRATION,crawl,Bond amounts by facility,Where are bonds set highest?,Dollar amounts per facility.,IMMIGRATION__FED_ICE_DETENTION_STINTS,single table,ranking,not started,,,,,,,,
v2-324,IMMIGRATION,crawl,Detainer flags,"Which risk flags appear most on detainers, and how often none?",Dozens of yes-no columns counted.,IMMIGRATION__FED_ICE_DETAINERS,single table,other,not started,,,,,,,,
v2-325,IMMIGRATION,crawl,Detention facilities map,"Where are ICE facilities, by type?","1,490 codes, 163 on the published list.",IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES|IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,"stack, same shape",map,not started,,Gap between the two lists is itself a finding.,,,,,,
v2-326,IMMIGRATION,crawl,H-1B sponsors and wages,"Which employers sponsor most, and what do they offer per job title?",Employer names and wages.,IMMIGRATION__FED_DOL_OFLC,single table,ranking,not started,,,,,,,,
v2-327,IMMIGRATION,crawl,Immigration lawyers ranked,Which attorneys file the most visa cases?,Attorney column exists.,IMMIGRATION__FED_DOL_OFLC,single table,ranking,not started,,,,,,,,
v2-328,IMMIGRATION,crawl,Border encounters by nationality,How did monthly encounters shift by nationality and outcome?,DHS stats as a stacked area.,IMMIGRATION__FED_DHS_OHSS,single table,timeline,not started,,,,,,,,
v2-329,IMMIGRATION,crawl,USCIS backlog,How many applications are pending per form type per quarter?,"The queue, drawn.",IMMIGRATION__FED_USCIS_DATA,single table,timeline,not started,,,,,,,,
v2-330,IMMIGRATION,crawl,Refugees by origin,Which countries produced the most refugees per year?,OWID series.,IMMIGRATION__XC_OWID_REFUGEES,single table,timeline,not started,,,,,,,,
v1-116,IMMIGRATION,walk,Employers who sponsor immigrant work visas,Do they pay the legal minimum wage and also rack up serious safety violations?,Would show a workforce being underpaid and put at risk,IMMIGRATION__FED_DOL_OFLC|ECONOMICS__FED_DOL_OSHA_INSPECTIONS|PROCUREMENT__FED_SAM_EXCLUSIONS,,,not started,,,,"no query run yet, treat any first number as unverified",,"6,029,356",by year,Medium — first probe query needed
v1-119,IMMIGRATION,walk,Companies running immigration detention centers,"How much do they get paid per day, per detained person?",Basic transparency on a government spending question,IMMIGRATION__FED_ICE_DETENTION_STINTS|IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES|FED_USASPENDING_CONTRACTS_FULL_R2,,,not started,,,,"no query run yet, treat any first number as unverified",,"95,726,889",by year,Medium — first probe query needed
v1-120,IMMIGRATION,walk,Counties with lots of ICE detainer requests,Do they also have high jail populations generally?,Tests whether immigration enforcement tracks with broader incarceration,IMMIGRATION__FED_ICE_DETAINERS|JUSTICE__XC_VERA_INCARCERATION_TRENDS,,,not started,,,,"no query run yet, treat any first number as unverified",,"738,276",by year,Medium — first probe query needed
v2-331,IMMIGRATION,walk,Stays by facility on a map,"Which facilities hold people longest, mapped?",Stint table meets facility coordinates.,IMMIGRATION__FED_ICE_DETENTION_STINTS|IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,facility code,map,not started,,"Same-source code, not a catalog key.",,,,,,
v2-332,IMMIGRATION,walk,Court outcome against custody,Do detained respondents lose more often than released ones?,Custody status column in the case table.,IMMIGRATION__FED_EOIR_CASES|IMMIGRATION__FED_ICE_DETENTION_STINTS,anonymized person ID,other,not started,v1-144,Not a catalog key. Likely unjoinable.,,,,,,
v2-333,EDUCATION,crawl,Debt against earnings by college,Which colleges leave graduates with the most debt per dollar earned?,One dot per school.,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,single table,other,not started,,,,,,,,
v2-334,EDUCATION,crawl,Admission rate against tuition,Are the most selective schools the most expensive?,Another scatter from the same table.,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,single table,other,not started,,,,,,,,
v2-335,EDUCATION,crawl,"The yield curve, every day",When did short rates go above long rates?,Inversions as shaded bands.,EDUCATION__FED_FRB_H15_SELECTED_RATES,single table,timeline,not started,,Misfiled under EDUCATION.,,,,,,
v2-336,EDUCATION,crawl,Commodity speculators versus hedgers,How did speculator share move in each commodity market?,"Weekly, per market.",EDUCATION__FED_CFTC_COT_FUTURES,single table,timeline,not started,,Misfiled under EDUCATION.,,,,,,
v2-337,EDUCATION,crawl,Political ad spend by region,Which regions got the most political ad money?,Google's own totals.,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND|EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,"stack, same shape",map,not started,,Misfiled.,,,,,,
v2-338,EDUCATION,crawl,Lobbying issues over time,Which issue codes got lobbied most each quarter?,820K filings.,EDUCATION__FED_SENATE_LDA_FILINGS,single table,timeline,not started,,Misfiled.,,,,,,
v1-83,EDUCATION,walk,Health care industry lobbyists,Does lobbying spending spike right before a new safety rule is finalized?,Would show industry trying to weaken rules before they lock in,EDUCATION__FED_SENATE_LDA_FILINGS|REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS,,,not started,,,"LDA crawl RESTARTED 2026-09-07 after stopping at 2011. positions table holds 2011 only, 376,948 rows, one year of 1999-2026. blocked until it finishes","no query run yet, treat any first number as unverified",reports/politics_probe_2026-09-05/83_lobby_surge_cms_rules,"914,380",comment windows,Medium — first probe query needed
v2-339,LABOR,crawl,Mine accident narratives,"What do the accident narratives say, by injury type and mine?",Text people will read.,LABOR__FED_MSHA_ACCIDENTS,single table,other,not started,,,,,,,,
v2-340,LABOR,crawl,Mine fines proposed versus paid,Which operators pay the smallest share of proposed penalties?,"Two columns, one gap.",LABOR__FED_MSHA_VIOLATIONS,single table,ranking,not started,,3.1M citations.,,,,,,
v2-341,LABOR,crawl,Mines open and closed,"Where are active mines, and where did they close?",Status on a map.,LABOR__FED_MSHA_MINES,single table,map,not started,,,,,,,,
v2-342,LABOR,crawl,"Injury rate by establishment, three years",Which employers' injury rates rose across 2023 to 2025?,"Three yearly tables, one slope.",LABOR__FED_OSHA_ITA_300A_SUMMARY_2023|LABOR__FED_OSHA_ITA_300A_SUMMARY_2024|LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,EIN,timeline,not started,,,,,,,,
v2-343,LABOR,crawl,Injury narratives,"What happened, in the worker's words, by industry?",Case detail text.,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023|LABOR__FED_OSHA_ITA_CASE_DETAIL_2024|LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,"stack, same shape",other,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-344,LABOR,crawl,Union membership since 2000,"Which unions grew and which shrank, by members and assets?",617K filings.,LABOR__FED_DOL_OLMS,single table,timeline,not started,,,,,,,,
v2-345,LABOR,crawl,Pension funding gaps,Which single-employer plans are furthest below their funding target?,Actuarial filings.,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,single table,ranking,not started,,,,,,,,
v1-115,LABOR,walk,Mining companies with big unpaid safety fines,Do accidents happen at their mines afterward?,Would connect ignoring fines to real harm,LABOR__FED_MSHA_VIOLATIONS|LABOR__FED_MSHA_ACCIDENTS,,,not started,v2-Violations against accidents per mine,,,"no query run yet, treat any first number as unverified",,"3,360,888",before/after,Medium — first probe query needed
v1-82,LABOR,walk,Local labor unions,Do unions reporting missing money also have an active political fund?,Would be a red flag on where union dues go,LABOR__FED_DOL_OLMS|FINANCE__FED_FEC_COMMITTEES,,,not started,,,,"no query run yet, treat any first number as unverified",reports/politics_probe_2026-09-05/82_union_shortage_pac,"677,741",same fiscal year,Medium — first probe query needed
v1-99,LABOR,walk,Mining companies,Do the ones with unsafe dams also have a pile of unpaid safety fines?,Would show a company ignoring safety on two fronts,LABOR__FED_MSHA_MINES|ENVIRONMENT__FED_NID_DAMS|LABOR__FED_MSHA_VIOLATIONS,,,not started,v2-Violations against accidents per mine,,,"no query run yet, treat any first number as unverified",,"3,271,937",current,Medium — first probe query needed
v2-346,LABOR,walk,Violations against accidents per mine,Do mines with more citations have more accidents?,Catalog item 36.,LABOR__FED_MSHA_VIOLATIONS|LABOR__FED_MSHA_ACCIDENTS|LABOR__FED_MSHA_MINES,MSHA mine ID,other,not started,v1-99|v1-115,"Catalog item 58: keys in keyset, zero edges. Not a catalog key; lookup or unproven.",,,,,,
v2-347,LABOR,walk,"Suspicious injury numbers, queued",Which company groups look like they under-report injuries?,Built review queue.,COHORT_QUEUE|LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,EIN,ranking,not started,,"REVIEW schema, internal.",,,,,,
v2-348,TRANSPORT,crawl,Who owns the planes,"Which owners hold the most registered aircraft, by state?",315K tail numbers.,TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,single table,map,not started,,,,,,,,
v2-349,TRANSPORT,crawl,Rail deaths since 1975,"How did worker, passenger and trespasser deaths move over fifty years?","Three lines, one long axis.",TRANSPORT__FED_FRA_CASUALTIES|TRANSPORT__FED_FRA_RAIL_DEATHS_BY_RAILROAD,"stack, same shape",timeline,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-350,TRANSPORT,crawl,Crossings with no warning,Where do trains hit cars at crossings with no signals?,Map with a filter.,TRANSPORT__FED_FRA_CROSSING_INCIDENTS,single table,map,not started,v1-105,,,,,,,
v2-351,TRANSPORT,crawl,Derailments by cause,"What causes derailments, and which railroads have most per mile?",Cause codes as bars.,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,single table,ranking,not started,,,,,,,,
v2-352,TRANSPORT,crawl,Plane crashes map,"Where do crashes happen, and in what weather?",31K events.,TRANSPORT__FED_NTSB_AVIATION_EVENTS,single table,map,not started,,,,,,,,
v2-353,TRANSPORT,crawl,Crashes by aircraft make,"Which makes and models crash most, per registered aircraft?",Needs the registry for the denominator.,TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT|TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,tail number,ranking,not started,,Not a catalog key.,,,,,,
v2-354,TRANSPORT,crawl,Ship tracks,What do 58M position pings look like on a coast?,The wow map.,MARITIME__FED_NOAA_AIS,single table,map,not started,,MARITIME schema.,,,,,,
v1-104,TRANSPORT,walk,Small aircraft owned by shell companies,Do the same addresses show up behind multiple fatal crashes?,Would show unsafe operators hiding behind shell companies,TRANSPORT__FED_NTSB_AVIATION_EVENTS|TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT|TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,,,not started,,,,"no query run yet, treat any first number as unverified",,"377,918",by event,Medium — first probe query needed
v1-105,TRANSPORT,walk,Railroad crossings,Do the same crossings get hit by trains again and again?,Would show known danger spots never getting fixed,TRANSPORT__FED_FRA_CROSSING_INCIDENTS|TRANSPORT__FED_FRA_CASUALTIES,,,not started,v2-Crossings with no warning,,,"no query run yet, treat any first number as unverified",,"1,401,937",2010+,Medium — first probe query needed
v2-355,TRANSPORT,walk,Ships per owner against port calls,"Which owners run the most vessels, and where do they call?",Catalog item 60.,MARITIME__FED_NOAA_AIS|JUSTICE__FED_OFAC_SDN,IMO / MMSI,other,not started,v1-137,"2 tables, zero edges. Sanctioned ships on AIS is the story.",,,,,,
v2-356,CORPORATE_REGISTRY,crawl,Offshore leaks network,"Who connects to whom across the Panama, Paradise and Pandora papers?",A graph with 3.3M edges.,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS|CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES|CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS|CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,ICIJ node ID,other,not started,,"Same-source ID, not a catalog key.",,,,,,
v2-357,CORPORATE_REGISTRY,crawl,Offshore jurisdictions ranked,"Which jurisdictions host the most leaked entities, by incorporation year?","BVI, Panama, Bahamas on a timeline.",CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,single table,timeline,not started,,,,,,,,
v2-358,CORPORATE_REGISTRY,crawl,Middlemen ranked,Which law firms and agents set up the most offshore companies?,Names.,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,single table,ranking,not started,,,,,,,,
v2-359,CORPORATE_REGISTRY,crawl,Addresses with hundreds of companies,Which UK addresses host the most registered companies?,"The duplicate-address trick, counted.",CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE|CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,"stack, same shape",ranking,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-360,CORPORATE_REGISTRY,crawl,UK companies born and dying per day,How many companies incorporate and dissolve each day?,A pulse chart.,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,single table,timeline,not started,,,,,,,,
v2-361,CORPORATE_REGISTRY,crawl,"Who controls UK companies, by nationality",Which nationalities show up most as significant controllers?,"15.8M rows, partial load.",CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,single table,ranking,not started,,Truncated load; counts are floors.,,,,,,
v2-362,CORPORATE_REGISTRY,crawl,Irish companies by status,"How many Irish companies are active versus dissolved, by year?",821K rows.,CORPORATE_REGISTRY__INTL_IE_CRO,single table,timeline,not started,,,,,,,,
v2-363,CORPORATE_REGISTRY,walk,Owners per UK company against sector,Which sectors have the most layered ownership?,Catalog item 54.,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC|CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,COMPANY_NO,other,not started,,,,,,,,
v2-364,CORPORATE_REGISTRY,walk,Sanctioned names in UK filings,Do sanctioned people appear as UK company controllers?,Name match across two lists.,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC|JUSTICE__INTL_UK_SANCTIONS_LIST,name,other,not started,v1-122,Not a catalog key.,,,,,,
v2-365,OPEN_DATA,crawl,France's most downloaded datasets,"Which datasets do people actually use, and how good are they?",View counts and quality score.,OPEN_DATA__INTL_FR_DATA_GOUV,single table,ranking,not started,,Do not join on GEO_IN; catalog trap.,,,,,,
v2-366,OPEN_DATA,crawl,Open-data catalogs compared,How big and how tagged are ten countries' catalogs?,One bar chart of samples.,OPEN_DATA__INTL_FR_DATA_GOUV|OPEN_DATA__INTL_DE_GOVDATA|OPEN_DATA__INTL_CH_OPENDATASWISS|OPEN_DATA__INTL_GR_DATAGOV|OPEN_DATA__INTL_AR_DATOSGOB|OPEN_DATA__INTL_CL_DATOSGOB|OPEN_DATA__INTL_CA_OPEN_CANADA,"stack, same shape",ranking,not started,,Most are samples.,,,,,,
v2-367,OPEN_DATA,crawl,DOJ Epstein pages over time,"Which DOJ pages changed, appeared, or vanished, and when?",1.5M snapshots as a change timeline.,OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN|FCT_WAYBACK_PAGE_CHANGES|FCT_LIBRARY_SNAPSHOT|FCT_DATASET_SIZE_HISTORY,URL,timeline,not started,,EPSTEIN and INVESTIGATIONS schemas hold the siblings. Not a catalog key; lookup or unproven.,,,,,,
v2-368,SCIENCE,crawl,Earthquakes since records,"Where and how deep, magnitude 2.5 and up?","443K quakes, one map.",SCIENCE__FED_USGS_EARTHQUAKES,single table,map,not started,,,,,,,,
v2-369,SCIENCE,crawl,"NIH money by institution, 27 years","Which institutions and states won the most NIH funding, year by year?",2.1M applications.,SCIENCE_RESEARCH__FED_NIH_REPORTER,single table,timeline,not started,,,,,,,,
v2-370,SCIENCE,crawl,Review panels that fund most,Which study sections score the most funded applications?,"Inside baseball, but visible.",SCIENCE_RESEARCH__FED_NIH_REPORTER,single table,ranking,not started,,,,,,,,
v2-371,SCIENCE,crawl,SBIR repeat winners,Which companies win SBIR awards year after year?,The mills.,SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,single table,ranking,not started,,,,,,,,
v2-372,SCIENCE,crawl,Why papers get retracted,"Which reasons, journals, and countries dominate retractions by year?",71K retractions.,SCIENCE_RESEARCH__FED_RETRACTION_WATCH|SCIENCE_RESEARCH__XC_RETRACTION_WATCH_DATABASE,"stack, same shape",timeline,not started,,Two overlapping copies.,,,,,,
v2-373,SCIENCE,crawl,Preprints that got published,"What share of preprints made it to a journal, and how fast?",432 rows.,SCIENCE_RESEARCH__XC_BIORXIV_MEDRXIV,single table,other,not started,,,,,,,,
v2-374,SCIENCE,walk,Retractions per institution,Which research organizations have the most retracted papers?,Retraction list meets the org registry.,SCIENCE_RESEARCH__FED_RETRACTION_WATCH|REFERENCE__XC_ROR_RESEARCH_ORGANIZATIONS,institution name,ranking,not started,,"Name match, not a catalog key.",,,,,,
v2-375,SCIENCE,walk,NIH grants against retractions,Do the most-funded institutions also retract most?,Money and mistakes.,SCIENCE_RESEARCH__FED_NIH_REPORTER|SCIENCE_RESEARCH__FED_RETRACTION_WATCH,institution name,other,not started,v1-112,Name match. Not a catalog key; lookup or unproven.,,,,,,
v1-112,SCIENCE_RESEARCH,walk,Universities and small research companies with big federal grants,Do the ones with more retracted (fake or flawed) studies keep getting funded?,Would question the return on public research money,SCIENCE_RESEARCH__FED_NIH_REPORTER|SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS|SCIENCE_RESEARCH__FED_RETRACTION_WATCH,,,not started,v2-NIH grants against retractions,,,"no query run yet, treat any first number as unverified",,"2,413,705",by year,Medium — first probe query needed
v2-376,CONSUMER_SAFETY,crawl,What sends kids to the ER,Which products injure which age groups most?,9.8M ER visits.,CONSUMER_SAFETY__FED_CPSC_NEISS|EDUCATION__FED_CPSC_NEISS_CODES,code,ranking,not started,,Decoder table is misfiled under EDUCATION. Not a catalog key; lookup or unproven.,,,,,,
v2-377,CONSUMER_SAFETY,crawl,Car complaints by model,"Which make-model-years draw the most complaints, and about what?",2.2M complaints.,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS,single table,ranking,not started,,,,,,,,
v2-378,CONSUMER_SAFETY,crawl,Investigation to recall lag,"How long from investigation opening to recall, by maker?",Time as the story.,CONSUMER_SAFETY__FED_NHTSA_INVESTIGATIONS,single table,timeline,not started,,,,,,,,
v2-379,CONSUMER_SAFETY,crawl,Biggest recalls,Which recalls affected the most vehicles?,Ranking.,CONSUMER_SAFETY__FED_NHTSA_RECALLS,single table,ranking,not started,,,,,,,,
v2-380,CONSUMER_SAFETY,crawl,Complaints about financial companies,"Which companies draw the most CFPB complaints per product, and how do they respond?",17M complaints.,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,single table,ranking,not started,,,,,,,,
v1-129,CONSUMER_SAFETY,walk,Car makes and models,Do complaints pile up for years before an official recall happens?,Would show manufacturers slow-walking known safety issues,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS|CONSUMER_SAFETY__FED_NHTSA_RECALLS,,,not started,v2-Complaints before recalls,,,"no query run yet, treat any first number as unverified",,"2,469,802",lag years,Medium — first probe query needed
v2-381,CONSUMER_SAFETY,walk,Complaints before recalls,Did complaints spike before the recall for the same model?,Two NHTSA tables on make-model-year.,CONSUMER_SAFETY__FED_NHTSA_COMPLAINTS|CONSUMER_SAFETY__FED_NHTSA_RECALLS,make + model + year,timeline,not started,v1-129,Not a catalog key.,,,,,,
v2-382,HISTORY,crawl,"Slave voyages, port to port","Which ports sent and received the most voyages, and how many died at sea?",A flow map across an ocean.,HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC|HISTORICAL_RECORDS__FED_SLAVEVOYAGES_INTRAAMERICAN,"stack, same shape",flow,not started,,Column names are research codes.,,,,,,
v2-383,HISTORY,crawl,Voyages per year,How did voyage counts and survival rates change across three centuries?,One long timeline.,HISTORY__FED_SLAVEVOYAGES_TRANSATLANTIC,single table,timeline,not started,,,,,,,,
v2-384,HISTORY,crawl,WPA narratives,"What subjects did formerly enslaved people talk about, by state?",100 full transcripts.,HISTORY__FED_WPA_SLAVE_NARRATIVES,single table,other,not started,,,,,,,,
v2-385,PROCUREMENT,crawl,Who is banned from federal business,"Which agencies exclude most, for what reasons, and how many are active?",168K exclusions.,PROCUREMENT__FED_SAM_EXCLUSIONS,single table,ranking,not started,,,,,,,,
v2-386,PROCUREMENT,crawl,Ecuador's contract winners,"Which bidders win most, and how concentrated is it?",Open-contracting data.,PROCUREMENT__INTL_EC_SERCOP,single table,ranking,not started,,,,,,,,
v1-15,PROCUREMENT,walk,Companies banned from federal contracts,Are banned companies still getting paid on disaster relief contracts?,Would be straightforward government fraud,PROCUREMENT__FED_SAM_EXCLUSIONS|FED_USASPENDING_CONTRACTS_FULL_R2,,,found something,v2-Banned vendors still getting contracts,,,"26 banned companies, $169 million in contracts",reports/tier1_deep_dive_2026-09-05/15_banned_disaster_contractors,"93,321,752",untimed,Quick — re-run and check the number
v1-E49,PROCUREMENT,walk,Banned companies,Did they win government contracts specifically during their ban?,"A tighter, dated version of #15",PROCUREMENT__FED_SAM_EXCLUSIONS|FED_USASPENDING_CONTRACTS_FULL_R2,,,found something,v2-Banned vendors still getting contracts,,,"Confirmed, but the dollar amount is small",reports/tier1_deep_dive_2026-09-05/E49_contracts_during_ban,"93,321,752",timed,Quick — re-run and check the number
v1-E66,PROCUREMENT,walk,Companies banned from federal work,Are they still getting health grants?,A grant-side version of #15,PROCUREMENT__FED_SAM_EXCLUSIONS|FED_USASPENDING_ASSISTANCE_FULL,,,nothing there,v2-Banned vendors still getting contracts,,,None found so far,,"20,071,207",capped,"Medium — partial run, needs finishing"
v2-387,OTHER,crawl,Multistate settlements,"Which industries paid the most in multistate settlements, led by which states?",882 cases.,LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS,single table,ranking,not started,,,,,,,,
v2-388,OTHER,crawl,Tribal land map,Where are tribal land areas and how big?,335 shapes.,LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO,single table,map,not started,,,,,,,,
v2-389,OTHER,crawl,Russian operations in Europe,"Where, when, and against what kind of target?",150 rows.,INVESTIGATIONS__INTL_LEIDEN_RUSSIAN_OPS_EUROPE,single table,map,not started,,,,,,,,
v2-390,OTHER,crawl,Warehouse table sizes,"How big is each table, and which subjects hold the rows?",A treemap of the shelf.,,none,other,not started,,"Meta. Source is the inventory file, not a table.",,,,,,
v2-391,OTHER,run,"One county, every table","For one FIPS: jobs, overdoses, jail, facilities, storms, aid, providers, water?",The county card.,DIM_COUNTY|ECONOMICS__FED_BLS_QCEW|HEALTH__FED_CDC_DRUG_POISONING_COUNTY|JUSTICE__XC_VERA_INCARCERATION_TRENDS|ENVIRONMENT__FED_EPA_FRS_FACILITIES|ENVIRONMENT__FED_NOAA_STORM_EVENTS|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS|HEALTH__FED_HRSA_SHORTAGE_AREAS,FIPS,other,not started,,"FIPS: 15 tables, 78 edges. Catalog item 61 for population.",,,,,,
