model,column,clock,grain,is_primary,confidence,why,overturned_from,overturn_why,evidence_file
economics__fed_usaspending_contracts,period_of_performance_start_date,span_start,day,False,medium,Opening bound of the contract's performance window; uncast TEXT passthrough.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts.sql
economics__fed_usaspending_contracts,period_of_performance_current_end_date,span_end,day,False,medium,Current closing bound of the performance window; uncast TEXT passthrough.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts.sql
economics__fed_usaspending_contracts,last_modified_date,reported,day,False,medium,"USASpending's own last-edit stamp on the record — publisher bookkeeping, never an event clock.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts.sql
economics__fed_usaspending_contracts_full,action_date,happened,day,True,high,"try_to_date(""action_date"") in the mart; the day the contract transaction was executed, the real clock for all 20M rows — and unaffected by the fiscal-year bug that poisoned this table's census reading.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,action_date_fiscal_year,unclear,unknown,False,high,"THIS IS THE 20M-ROW EPOCH BUG: git shows the line was try_to_date(""action_date_fiscal_year"") until commit a650975e (2026-08-18) changed it to try_to_number, so the deployed column is a DATE holding 1970-01-01 for every row — the census's epoch1970 count of 20,000,000 is exactly the row count. It is a fiscal-year integer, never a date; the table needs a rebuild for the fix to land.",why states 'the table needs a rebuild for the fix to land',"The clock call is right and is the best catch in the batch - I verified commit a650975e exists and that the compiled SQL now reads `try_to_number(""action_date_fiscal_year"")`. But line 1 of the model source is `{{ config(materialized='view', schema='ECONOMICS') }}`, with an in-file comment explaining the deliberate choice not to materialize 20M rows as a table. Calling it a table rebuild misprices the fix as an expensive 20M-row job when it is a one-second view redeploy - the kind of wrong cost signal that gets a cheap repair deferred. (By contrast economics__fed_irs_990_efile_index IS materialized='table', so that sibling fix genuinely does need a rebuild.)",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,period_of_performance_start_date,span_start,day,False,high,"try_to_date(""period_of_performance_start_date""); opening bound of the contract's performance window.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,period_of_performance_current_end_date,span_end,day,False,high,"try_to_date(...); the currently-agreed closing bound, which moves with each contract modification.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,period_of_performance_potential_end_date,span_end,day,False,high,"try_to_date(...); the if-all-options-exercised closing bound, and the likeliest carrier of the 9999-12-31 ceiling and most of the 32,611 far-future rows the census counted.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,ordering_period_end_date,span_end,day,False,high,try_to_date(...); the last day orders can be placed against the vehicle — another period bound that legitimately sits in the future.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,solicitation_date,reported,day,False,medium,"try_to_date(""solicitation_date""); when the agency issued the solicitation publicly, before the award action — sparsely populated.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,number_of_offers_received,not_a_date,unknown,False,high,"try_to_number(""number_of_offers_received"") — a count of bids; it matched the sweep only on the word 'received'.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,consolidated_contract_code,not_a_date,unknown,False,high,Raw TEXT passthrough of a FPDS yes/no code for whether the contract is a consolidation; matched the sweep only on the 'contract'/'code' shape.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,consolidated_contract,not_a_date,unknown,False,high,Raw TEXT passthrough of the human-readable label for the same consolidation flag.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,multi_year_contract_code,not_a_date,unknown,False,high,Raw TEXT passthrough of a yes/no code for whether the contract spans multiple years; it matched only because the name contains 'year'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,multi_year_contract,not_a_date,unknown,False,high,Raw TEXT passthrough of the label for the same multi-year flag; not a date.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,initial_report_date,reported,day,False,high,"try_to_date(""initial_report_date""); when the transaction was first reported into FPDS, later than action_date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_contracts_full,last_modified_date,reported,day,False,high,"try_to_date(""last_modified_date""); the source system's last-edit stamp on the record — bookkeeping, not an event.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_contracts_full.sql
economics__fed_usaspending_toptier_agencies,active_fy,not_a_date,year,True,low,"Raw TEXT passthrough of ACTIVE_FY, the fiscal year the outlay and budget-authority figures on each of the 111 agency rows are current for; it is the only candidate, but it is almost certainly a single constant snapshot vintage, so it places this table on the timeline and cannot trend it — the previous census called this table clock-less for exactly that reason.","clock=span_start, grain=year, is_primary=TRUE, confidence=low","ACTIVE_FY is a raw TEXT passthrough and it sits directly beside ACTIVE_FQ (compiled mart lines 16-17). Together they are USASpending's data-currency stamp - 'the latest fiscal year/quarter for which this agency has submitted data' - i.e. a snapshot VINTAGE label, which the taxonomy names explicitly under not_a_date ('a version or vintage label'). It bounds no period, so span_start is wrong on its face. Worse, marking it primary puts all 111 agency rows on the shared timeline at what is a publisher bookkeeping marker, which is exactly failure mode 1 (a bookkeeping stamp charted as history). The classifier's own 'why' concedes it 'is almost certainly a single constant snapshot vintage' and that the previous census called this table clock-less - and then made it primary anyway. Confidence medium, not high: with the warehouse down I could not sample the values to prove it is constant.",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__fed_usaspending_toptier_agencies.sql
economics__intl_fao_faostat,dateupdate,reported,day,True,low,"Raw TEXT passthrough of FAO's own DATEUPDATE on a 69-row dataset catalogue (one row per FAOSTAT dataset); it is when FAO last refreshed that dataset file, so it dates the publication, not any real-world event, and the string format is unverified with the warehouse down.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_fao_faostat.sql
economics__intl_fao_faostat_food_security,year_code,not_a_date,unknown,False,low,"Raw TEXT passthrough of FAOSTAT's Year Code, which for this food-security suite is often an 8-digit range code such as '20002002' for a three-year average rather than a plain year — an 8-digit bare date-parse is exactly the epoch/garbage trap, so treat it as a code, not a clock.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_fao_faostat_food_security.sql
economics__intl_fao_faostat_food_security,year,happened,year,True,medium,"try_to_number(""YEAR"") gives the year the indicator value describes; caveat worth checking on the rebuild — FAOSTAT food-security rows that carry a range label like '2000-2002' will silently become NULL under try_to_number.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_fao_faostat_food_security.sql
economics__intl_gfi_trade,year,happened,year,True,high,"try_to_number(""YEAR"") and the only time column on a 25-row country-year illicit-flow table; the year the flow was measured.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gfi_trade.sql
economics__intl_gleif,entity_headquartersaddress_xmllang,not_a_date,unknown,False,high,"Passthrough of ""Entity.HeadquartersAddress.xmllang"" — an XML language tag on the HQ address block; it matched only because 'headQUARTERs' contains 'quarter'.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_firstaddressline,not_a_date,unknown,False,high,Passthrough of the HQ street address first line; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_addressnumber,not_a_date,unknown,False,high,Passthrough of the HQ street number; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_addressnumberwithinbuilding,not_a_date,unknown,False,high,Passthrough of the HQ suite/unit number; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_mailrouting,not_a_date,unknown,False,high,Passthrough of the HQ mail-routing line; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_additionaladdressline_1,not_a_date,unknown,False,high,Passthrough of an extra HQ address line; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_additionaladdressline_2,not_a_date,unknown,False,high,Passthrough of an extra HQ address line; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_additionaladdressline_3,not_a_date,unknown,False,high,Passthrough of an extra HQ address line; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
economics__intl_gleif,entity_headquartersaddress_city,not_a_date,unknown,False,high,Passthrough of the HQ city name; a false hit from 'headQUARTERs'.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/economics/economics__intl_gleif.sql
