table	column	check	result	severity	proposed_fix
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_OTHER_NAME_PREFIX_TEXT	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['MRS.', 'DR.', 'MISS']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_OTHER_LAST_NAME_TYPE_CODE	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['5', '1', '2']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_BUSINESS_MAILING_ADDRESS_CITY_NAME	C2 name tag holds something else	single words or codes; org words 2.6%, people 0.0%; e.g. ['TROY', 'NOTASULGA', 'NASHVILLE']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_BUSINESS_MAILING_ADDRESS_STATE_NAME	C2 name tag holds something else	single words or codes; org words 4.8%, people 0.0%; e.g. ['NY', 'AL', 'TN']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_CITY_NAME	C2 name tag holds something else	single words or codes; org words 2.0%, people 0.0%; e.g. ['TROY', 'TUSKEGEE', 'BRENTWOOD']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_BUSINESS_PRACTICE_LOCATION_ADDRESS_STATE_NAME	C2 name tag holds something else	single words or codes; org words 5.1%, people 0.0%; e.g. ['NY', 'AL', 'TN']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	NPI_DEACTIVATION_REASON_CODE	C2 tag fails its format	NPI: 0 of 2000 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	NPI_DEACTIVATION_DATE	C2 catalog regex tag wrong	NPI: 0.0% fit; e.g. ['2023-09-27', '2024-02-16', '2023-07-19']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_NPPES	NPI_REACTIVATION_DATE	C2 catalog regex tag wrong	NPI: 0.0% fit; e.g. ['2023-01-09', '2006-04-06', '2020-09-09']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_10	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_11	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_12	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_13	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_14	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PROVIDER_LICENSE_NUMBER_STATE_CODE_15	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_15	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_16	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_17	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_18	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_19	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_20	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_21	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_22	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_23	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_24	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_25	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_26	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_27	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_28	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_29	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_30	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_31	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_32	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_33	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_34	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_35	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_36	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_37	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_38	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_39	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_40	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_41	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_42	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_43	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_44	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_45	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_46	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_47	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_48	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_49	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	OTHER_PROVIDER_IDENTIFIER_STATE_50	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_NPPES	PARENT_ORGANIZATION_TIN	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['<UNAVAIL>']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	AUTHORIZED_OFFICIAL_NAME_PREFIX_TEXT	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['MR.', 'DR.', 'MS.']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NPPES	AUTHORIZED_OFFICIAL_NAME_SUFFIX_TEXT	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['JR.', 'III', 'IV']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_NURSING_HOME	COUNTY_FIPS	C2 tag fails its format	FIPS: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS	COVERED_RECIPIENT_PROFILE_ID	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['11484890', '10720125', '233949']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS	RECIPIENT_CITY	C2 name tag holds something else	places; org words 3.4%, people 1.2%; e.g. ['DAYTON', 'MASON', 'JUPITER']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS	RECIPIENT_STATE	C2 name tag holds something else	places; org words 3.3%, people 0.0%; e.g. ['OH', 'TX', 'FL']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS	CCN	C2 tag fails its format	CCN: 0 of 2000 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2022	COVERED_RECIPIENT_PROFILE_ID	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['8451', '97613', '815613']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2022	RECIPIENT_CITY	C2 name tag holds something else	places; org words 1.9%, people 0.0%; e.g. ['WEST ORANGE', 'COLUMBIA', 'WEST ROXBURY']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2022	RECIPIENT_STATE	C2 name tag holds something else	places; org words 4.8%, people 0.0%; e.g. ['NJ', 'SC', 'MA']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2022	CCN	C2 tag fails its format	CCN: 0 of 2000 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2023	COVERED_RECIPIENT_PROFILE_ID	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['10866214', '666388', '116081']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2023	RECIPIENT_CITY	C2 name tag holds something else	places; org words 5.1%, people 0.0%; e.g. ['PARIS', 'OAKWOOD', 'MIDDLETOWN']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2023	RECIPIENT_STATE	C2 name tag holds something else	places; org words 20.8%, people 0.0%; e.g. ['TX', 'OH', 'KS']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_2023	CCN	C2 tag fails its format	CCN: 0 of 2000 sampled rows filled	severe	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	COUNTRY_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.0%; e.g. ['UNITED STATES']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS	CITY_NAME	C2 name tag holds something else	places; org words 2.4%, people 0.1%; e.g. ['NEW YORK', 'PASADENA', 'ARLINGTON']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_PARTD_PRESCRIBERS	PRESCRIBER_STATE_FIPS	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['12', '37', '06']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_PARTD_PRESCRIBERS	BRAND_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.1%; e.g. ['Spironolactone', 'Levofloxacin', 'Hydrocodone-Acetaminophen']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_PARTD_PRESCRIBERS	GENERIC_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.2%; e.g. ['Spironolactone', 'Levofloxacin', 'Hydrocodone/Acetaminophen']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_PART_D_PRESCRIBERS	PRSCRBR_STATE_FIPS	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['09', '13', '48']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_POS_OTHER	CITY_NAME	C2 name tag holds something else	places; org words 3.0%, people 0.1%; e.g. ['NORWAY', 'RISING STAR', 'NEW ORLEANS']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_POS_OTHER	SSA_STATE_CD	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['42', '45', '19']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_POS_OTHER	STATE_RGN_CD	C2 tag fails its format	STATE: 2.8% of 2000 sampled values fit; e.g. ['001', 'TX6', 'MO']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_POS_OTHER	FIPS_STATE_CD	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['45', '48', '22']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_POS_OTHER	FIPS_CNTY_CD	C2 tag fails its format	FIPS: 0.0% of 1982 sampled values fit; e.g. ['075', '133', '071']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
HEALTH.HEALTH__FED_CMS_POS_OTHER	FIPS_CNTY_CD	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['075', '133', '071']	moderate	retire the regex catalog; tag with the platform tagger
HEALTH.HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	FACILITY_BASED_STATUS	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['False', 'True']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE	RECEIVED_FACILITY_SCORE	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['False', 'True']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_DEA_ARCOS	DRUG_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['HYDROCODONE', 'OXYCODONE']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_DEA_ARCOS	INGREDIENT_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['HYDROCODONE BITARTRATE HEMIPENTAHYDRATE', 'OXYCODONE HYDROCHLORIDE']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_DEA_ARCOS	PRODUCT_NAME	C2 name tag holds something else	things, not names; org words 0.0%, people 0.0%; e.g. ['HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN', 'OXYCONTIN - 40MG OXYCODONE.HCL CONTR', 'HYDROCODONE BIT 5MG/ACETAMINOPHEN 50']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
HEALTH.HEALTH__FED_FDA_DEVICE_PMA	GENERIC_NAME	C2 name tag holds something else	things, not names; org words 0.5%, people 2.2%; e.g. ['Implant, dermal, for aesthetic use', 'Drug-coated peripheral transluminal angioplasty catheter', 'Somatic gene mutation detection system']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
