id_name,domain,dataset_name,url,access_shape,auth,size_class,confidence,evidence,fragmented,fragmented_exemplars,federal_aggregator,row_count_note,update_cadence_note,license_note,trap_note,critic_verdict,critic_note
NIOSH Approval / TC Number,Consumer Protection & Product Safety,NIOSH Certified Equipment List (CEL) -- respirator approvals,https://wwwn.cdc.gov/NIOSH-CEL/,scrape-only,none,medium,confirmed,"""the database contains NIOSH Technical Committee approval numbers formatted as an approval code (13F, 13G, 14G, 19C, 21C, 23C, or 84A) followed by four digits,"" searchable by TC number, manufacturer, approval date, facepiece type, and protection level; ""The database is freely accessible through the CDC's NIOSH website at no cost.""",False,,yes,,,,,upheld,"Loaded fine. Confirmed search fields for TC (Approval) Number, Manufacturer/Brand, and Approval Date Range. No login, paywall, or cost indicator anywhere on the page. Claim holds."
CPSC SaferProducts.gov Report Number,Consumer Protection & Product Safety,SaferProducts.gov Consumer Product Incident Database,https://www.saferproducts.gov/,scrape-only,none,medium,inferred,"""We publish unsafe product reports in a searchable, public database""; the CPSC National Injury Information Clearinghouse Online Query Tool separately ""provides incident data involving consumer products."" Site description notes it ""Enables searching and downloading recalls and unsafe product reports.""",False,,yes,,,,A public REST API is believed to exist for SaferProducts.gov but was not confirmed by direct page load this session (saferproducts.gov itself returned 403 to the fetch tool) -- verify before assuming scrape-only is the only path.,downgraded,Could not verify -- saferproducts.gov returned HTTP 403 at both the root and /PublicSearch this session. No independent confirmation possible; treating as unconfirmed rather than false.
FDA 510(k) Premarket Notification Number & PMA (Premarket Approval) Number,Consumer Protection & Product Safety,openFDA Device 510(k) Clearances API & PMA (Premarket Approval) API,https://open.fda.gov/apis/device/510k/,api-open,none,large,confirmed,"510(k): ""details about specific products and the original sponsors of premarket notification applications,"" updates monthly, covering ""records from 1976 onward."" PMA: ""details about specific products and the sponsors of premarket approval applications and supplements,"" also ""Monthly"" updates, records from 1976 onward, raw data converted to JSON.",False,,yes,records from 1976 onward for both endpoints.,monthly updates for both 510(k) and PMA.,,,upheld,"Loaded fine for the 510(k) half: confirms ""Frequency of API updates: Monthly"" and data ""1976 to null,"" no auth mentioned. Caveat: this URL only documents 510(k) -- PMA lives at a separate openFDA endpoint (open.fda.gov/apis/device/pma/) that I did not independently fetch. Given it's the same openFDA family with an identical structure, the PMA half is very likely accurate but wasn't directly evidenced by the URL provided."
FDA CAERS Report Number,Consumer Protection & Product Safety,FDA CAERS (CFSAN Adverse Event Reporting System) via openFDA Food Event API,https://open.fda.gov/apis/food/event/,api-open,none,medium,confirmed,"""provides data from the FDA's Center for Food Safety and Applied Nutrition Adverse Event Reporting System (CAERS)... adverse event and product complaint reports submitted to FDA for foods, dietary supplements, and cosmetics""; ""each report received regarding an individual that experiences an adverse event is assigned a unique report number.""",False,,yes,data spanning 2004 onward.,updated quarterly.,,,upheld,"Loaded fine. Confirms ""Each report received regarding an individual that experiences an adverse event is assigned a unique report number,"" scope covers foods/dietary supplements/cosmetics, no auth mentioned. Claim holds."
NHTSA Office of Defects Investigation Complaint Number,Consumer Protection & Product Safety,NHTSA ODI Vehicle Owner Complaints Database,https://www.nhtsa.gov/nhtsa-datasets-and-apis,bulk-file,none,large,inferred,"""NHTSA's Office of Defects Investigation (ODI) - Complaints"" database (also hosted at data.transportation.gov) stores vehicle owner complaints used to ""identify safety issues that warrant investigation and to determine if a safety-related defect trend exists""; filing a complaint yields ""an ODI confirmation number (also called a tracking number)"", example given as ""11361225.""",False,,yes,,,,,downgraded,"Could not verify -- www.nhtsa.gov (including the bare homepage) returned HTTP 403 on every attempt, a whole-domain block distinct from the api.nhtsa.gov subdomain, which worked fine for the campaign-number row above. No independent confirmation possible this session."
FDA Structured Product Labeling Set ID,Consumer Protection & Product Safety,DailyMed SPL (Structured Product Labeling) Drug Label Repository,https://dailymed.nlm.nih.gov/dailymed/spl-resources-all-drug-labels.cfm,bulk-file,none,large,confirmed,"""DailyMed... the official provider of FDA drug label information (package inserts)""; ""SPL RESOURCES: Download All Drug Labels"" -- full releases by category (human prescription, OTC, homeopathic, animal, remainder), available via HTTPS and FTP with checksums.",False,,yes,,"periodic updates offered daily, weekly, and monthly, in addition to full releases.",,,upheld,"Loaded fine. Confirms ""Choose from daily, weekly or monthly periodic updates or full releases of all drug labels...Downloads are available as zip files,"" with separate categories (prescription, OTC, homeopathic, animal, remainder), HTTPS and FTP, no login required. Claim holds."
California Proposition 65 Listed Chemical,Consumer Protection & Product Safety,OEHHA Proposition 65 List of Chemicals,https://oehha.ca.gov/proposition-65/proposition-65-list,bulk-file,none,small,confirmed,"""documents chemicals identified as causing cancer or reproductive harm""; example entry ""Acetaldehyde is listed as causing cancer as of 04/01/1988""; downloadable as ""PDF version, Excel spreadsheet (includes listing mechanism and safe harbor levels), CSV format"", free, no purchase required.",False,,na,,"downloads dated December 5, 2025, reflecting the July 31, 2026 list -- list is updated on a rolling basis as chemicals are added, not a fixed schedule.",,,upheld,"Loaded fine. Confirms ""The current Proposition 65 list is available on-line below, as a pdf or Excel download,"" plus a CSV option, current dated list, no auth or payment required. Claim holds."
CPSC Accepted/Accredited Testing Laboratory Number,Consumer Protection & Product Safety,List of CPSC-Accepted/Accredited Testing Laboratories,https://www.cpsc.gov/Business--Manufacturing/Testing-Certification/CPSC-Accepted-Laboratories,scrape-only,none,small,inferred,"CPSC is required to ""maintain on its Internet website an up-to-date list of entities that have been accredited to assess conformity with children's product safety rules""; a third-party finder describes searching ""over 700 accredited laboratories by product safety testing rule, country, laboratory name, and official lab ID""; the data.gov catalog entry titled ""CPSC-Accepted Testing Laboratories"" describes it as ""An up-to-date list of entities that have been accredited to assess conformity with product safety rules"" (catalog entry itself flagged ""last updated March 4, 2021"").",False,,yes,"roughly 700+ labs per a third-party aggregator (LabCriteria), not an official CPSC figure.",,,"The data.gov catalog listing is stamped ""last updated March 4, 2021"" even though CPSC's own page claims the live list is kept ""up-to-date"" -- the catalog mirror likely lags the live CPSC page; pull from cpsc.gov directly, not the data.gov cached copy.",downgraded,"Could not verify directly -- cpsc.gov returned HTTP 403 every attempt (same whole-domain block seen elsewhere). But separate from the fetch failure, the first pass's own quoted evidence undercuts its 'confirmed bulk-file' call: it leans on a third-party finder site (not CPSC's own tool) for the 'over 700 labs' claim, and its data.gov catalog citation is itself flagged 'last updated March 4, 2021' -- a 5-year-stale snapshot being offered as proof of a live bulk-file feed. That's a real evidence-quality red flag independent of whether I could load the page."
OPEID (Office of Postsecondary Education ID),Education,"Federal Student Aid / College Scorecard institutional data (OPEID identifier, crosswalked to IPEDS UnitID)",https://collegescorecard.ed.gov/data/,bulk-file,none,medium,confirmed,Crosswalk files for 2000-01 through 2022-23 that link the Department's OPEID with an IPEDS UNITID for each institution.,False,,yes,,,,,upheld,"Fetched collegescorecard.ed.gov/data/ directly. The exact quoted sentence about OPEID/IPEDS UNITID crosswalk files is on the page, and the page links straight to downloadable .zip bulk files (institution-level data, field-of-study data, and the OPEID-UNITID crosswalk files by year) with no login or API key gate visible anywhere on the page. Claim holds as stated."
VA GI Bill Facility Code / VA-Approved Education Institution ID,Education,VA GI Bill Comparison Tool (successor to WEAMS - Weekly Enrollment Amount and Master Schedule),https://www.va.gov/gi-bill-comparison-tool,api-key,free-key,medium,inferred,VA API Platform,False,,yes,,,,"Legacy WEAMS query tool (inquiry.vba.va.gov/weamspub) 302-redirects to the GI Bill Comparison Tool, confirming WEAMS was folded into that system; developer.va.gov loaded only a bare title, no body content, to WebFetch.",,
